"id","Progress","Duration__in_seconds_","Finished","RecordedDate","ResponseId","Consent","ATT01","ATT02","ATT03","ATT04","ATT05","ATT06","ATT07","ATT08","ATT09","ATT10","ATT11","ATT12","ATT13","ATT14","ATT15","ATT16","ATT17","ATT18","ELS01","ELS02","ELS03","ELS04","ELS05","ELS06","ELS07","ELS08","ATT19","ATT20","ATT21","ATT22","ATT23","ATT24","ATT25","ATT26","ATT27","ATT28","ATT29","ATT30","ATT31","ATT32","ATT33","RECS01","RECS02","RECS03","RECS04","RECS05","RECS06","RECS07","RECS08","RECS09","RECS10","RECS11","RECS12","RECS13","RECS14","RECS15","RECS16","LAN01","LAN02","LAN03","LAN04","LAN05","LAN06","LAN07","LAN08","LAN09","NEP01","NEP02","NEP03","NEP04","NEP05","NEP06","NEP07","NEP08","NEP09","NEP10","NEP11","NEP12","NEP13","NEP14","NEP15","DUMMYVAR01","DUMMYVAR02","DUMMYVAR03","DUMMYVAR04","DUMMYVAR05","DUMMYVAR06","DEM01","DEM02","DEM03","DEM04","DEM05","DEM06","DEM07","DEM08","DEM09","DEM10","DEM11","DEM12","DEM13","DEM14","DEM15","DEM16","DEM17","DEM18","DEM19","DEM20","DEM21","DEM22","DEM23","DEM24","DEM25","DEM26","DEM27","LAN10","LAN11","LAN12","LAN13","LAN14","LAN15","LAN16","LAN17","LAN18","LAN19","LAN20","LAN21","LAN22","LAN23","LAN24","LAN25","LAN26","LAN27","LAN28","LAN29","LAN30","LAN31","LAN32","LAN33","LAN34","LAN35","LAN36","LAN37","LAN38","LAN39","LAN40","LAN41","LAN42","LAN43","LAN44","LAN45","LAN46","LAN47","LAN48","LAN49","LAN50","LAN51","LAN52","LAN53","LAN54","LAN55","LAN56","LAN57","LAN58","LAN59","LAN60","LAN61","LAN62","LAN63","LAN64","LAN65","LAN66","LAN67","LAN68","LAN69","LAN70","LAN71","LAN72","LAN73","LAN74","LAN75","LAN76","LAN77","LAN78","LAN79","LAN80","LAN81","LAN82","LAN83","LAN84","LAN85","LAN86","LAN87","RS01","RS02","RS03","RS04","RS05","RS06","DEM28","DEM29","DEM30"
61,100,1883,1,2018-11-02 11:29:20,"R_egq3HiDxabgyiY1",1,8,2,8,2,8,2,2,6,1,2,6,3,1,1,2,500,10,0.1,2,3,3,3,3,1,1,1,20,100,80,40,200,200,500,700,300,75,25,300,40,40,25,2,1,"",1,"",2,"0",7,6,"We don't have individual air conditioning units","10",4,2,6,2,2,"To upgrade appliances to energy saving models and to change bulbs to more efficient ones.","Leaving lights and screens on when they are not in use.","Using a programmable thermostat and lighting timers.",2,2,2,2,2,1,2,4,2,5,1,4,1,5,2,5,2,2,3,4,1,0,0,0,0,0,0,1,300,2,38,3,4,4,1,1,"",1,"",1,2,1,1,1,2,3,6,0,0,1,"",1,8,28,72,72,70,70,2,2,68,3,72,6,4,1,1,1,1,2,1,1,2,1,2,3,3,3,4,2,4,3,5,5,2,3,6,3,4,4,2,4,3,2,4,4,4,6,3,1,2,2,1,2,1,1,1,1,2,3,2,4,3,5,5,3,5,4,5,4,6,2,4,3,5,4,3,2,4,5,4,6,2,2,5,4,2,4,2,2,2
62,100,1880,1,2018-11-01 17:05:11,"R_stxNdi7z4cDtAOJ",1,8,8,6,1,7,1,1,8,1,1,1,1,6,1,1,500,10,0.1,2,3,3,3,1,2,6,1,12,300,250,200,1200,1200,900,1500,1000,85,25,1200,60,40,400,1,2,"",5,"",1,"1",5,2,"","4",6,2,4,2,1,"The best thing that few people do is to manually turn off the water heater at the circuit breaker. Then turn it on once a day or once every two days for only 1/2 hour. This keeps it from cycling on and on. This can lower your bill by 20%.","Certain rooms should be closed and the heating slightly restricted in that area if no one seldom uses that room. Also pulling the fridge out about one foot from the wall allows the evaporator to run much more efficiently.","I now do all dishes with cold water. This helps a lot especially in the winter. This mainly only works if you are not eating a lot of greasy foods and making lots of greasy dishes. It works well though and more detergent is way cheaper than more electricity.",3,2,3,6,2,2,2,4,4,2,4,2,4,2,2,2,4,2,5,3,4,0,0,0,0,0,0,2,76,1,61,2,4,1,1,10,"Forced air furnace",2,"",1,2,1,2,2,2,0,4,0,0,1,"",1,7,370,70,66,78,85,1,5,78,7,70,5,4,3,1,3,1,1,2,2,1,1,3,3,4,1,5,1,1,3,3,2,1,6,6,5,1,5,1,1,2,2,4,1,6,6,5,2,3,3,3,3,1,3,3,3,3,3,3,5,5,5,5,1,4,3,5,6,6,3,5,5,5,5,1,3,3,5,6,6,5,2,5,5,4,1,2,2,3
63,100,1868,1,2018-11-01 16:23:52,"R_1n9GrRoBFmZRJRK",1,5,4,5,7,3,4,4,5,4,6,5,4,4,3,5,500,100,10,1,4,2,3,1,2,2,5,30,60,30,40,80,50,60,30,40,120,75,100,130,140,130,2,2,"",3,"",1,"2",2,3,"","10",2,2,3,3,1,"Using solar panels as a supplement for conventional electricity.","Air conditioning at night.","None that I've implemented, no.",3,2,4,2,3,2,4,5,1,3,1,3,1,3,3,4,3,4,2,3,3,0,0,0,0,0,0,3,650,1,22,7,4,22,1,4,"",1,"",1,1,1,2,2,2,2,4,3,5,1,"",2,6,40,75,70,75,90,1,2,75,3,5,8,3,1,1,1,1,1,1,1,1,1,3,3,3,4,3,4,4,2,3,4,3,6,6,3,5,3,2,4,2,4,3,2,6,6,3,1,1,1,1,1,1,1,1,1,3,3,4,3,3,2,4,2,4,3,3,6,6,3,4,2,5,4,3,5,3,4,6,6,4,1,5,5,5,3,2,2,2
64,100,1866,1,2018-11-01 09:29:45,"R_vIeUtwG9Awx1T45",1,6,8,8,6,8,4,8,1,1,7,8,3,1,1,1,500,10,0.1,2,3,3,3,3,4,3,1,20,250,250,220,800,550,800,800,450,80,30,800,400,500,300,3,1,"",1,"",1,"1",1,1,"","0",6,4,2,1,2,"I think we do a pretty good job of it. Some things are just not an option to us like drying clothes on a line. The portable air conditioner is a huge power draw.  But with my wife going through menopause and the hot flashes she says she needs it.","I could probably caulk around the windows but we have newer appliances in the home.","Not really. Cannot go solar because of two huge trees that would cost 20k to remove, although I would like to.",1,2,1,1,1,1,1,4,1,4,1,1,1,4,1,5,1,5,2,4,1,0,0,0,0,0,0,1,200,1,49,6,4,2,1,2,"",1,"",1,2,1,1,1,1,4,1,0,0,1,"",1,6,24,71,71,75,76,2,2,76,4,70,6,3,2,3,3,1,3,2,2,2,2,3,3,3,5,5,1,5,3,3,3,3,5,6,3,5,5,3,5,3,3,4,4,5,5,4,1,3,3,3,3,2,2,3,3,3,3,2,5,5,5,5,2,2,5,5,5,5,2,5,5,5,5,3,2,5,5,5,5,4,2,4,2,2,3,2,2,1
65,100,1861,1,2018-11-01 16:23:46,"R_PIIPNw9lXrVlqhj",1,1,5,1,1,1,1,1,6,1,3,8,1,6,1,3,500,10,0.1,1,3,1,3,3,1,1,6,75,15,5,10,200,250,400,150,40,25,25,200,5,5,5,1,2,"",2,"",2,"0",7,6,"I have central A/C","3",4,6,2,2,1,"using thermal drapes at all windows/doors; using LED/halogen bulbs; keeping thermostat up to 80 (summer) or down to 68 (winter); turning lights off that aren't being used; use hottest dryer setting sparingly","none that I can think of (see answers to the list in beginning of survey)","no",2,3,4,3,1,1,3,4,2,3,2,2,1,3,1,5,3,5,2,3,3,0,0,0,0,0,0,2,62,2,70,3,3,1,1,1,"",2,"",1,2,1,1,1,2,0,0,0,0,1,"",1,8,384,68,65,82,82,2,4,80,4,55,7,3,1,1,1,3,1,1,3,1,1,3,3,2,2,3,6,1,2,6,2,1,6,6,2,2,2,6,2,1,6,2,1,6,6,3,1,1,1,3,1,1,3,1,3,3,3,2,3,3,6,2,2,6,2,6,6,6,1,2,2,6,2,1,6,2,6,6,6,5,3,5,5,2,4,2,2,2
66,100,1861,1,2018-11-03 11:33:29,"R_2v9fcUNIy4RGbMJ",1,6,7,7,4,7,4,3,4,7,3,7,4,6,3,3,500,10,0.5,1,1,6,3,3,2,3,1,40,400,350,300,800,1000,1000,800,500,60,25,600,200,200,100,1,1,"",1,"",2,"0",7,1,"","2",1,6,6,2,1,"Keeping heat and a/c set appropriately, we already do this to an extreme (66 in winter, 78 in summer). Shorter showers, less laundry or only on cold. Turning off all lights and electronics, unplugging things.","cracked and incomplete windows, no storms. leaving lights on and electronics plugged in. One room is not insulated and transfers cold to the other rooms.","we put in a new central heat and a/c unit, new insulation",1,1,1,1,2,2,2,5,1,5,1,5,1,5,1,5,2,5,1,5,1,0,0,0,0,0,0,3,150,2,31,3,4,4,1,1,"",2,"",1,1,1,1,1,1,1,1,0,0,1,"",1,8,84,66,66,78,78,4,2,74,4,70,7,4,1,1,1,1,3,1,1,1,1,1,3,2,2,2,3,6,3,3,3,3,4,6,3,3,3,3,6,2,2,3,4,5,6,3,1,2,2,2,3,1,1,1,1,1,3,1,5,5,5,6,3,3,3,5,5,6,3,4,4,5,6,2,2,3,5,5,6,4,2,5,5,5,3,2,1,2
67,100,1836,1,2018-11-01 16:27:16,"R_27s8yu2Bw88ak9C",1,8,8,8,7,8,6,7,6,4,3,3,4,8,3,3,700,10,1,1,2,6,3,3,2,1,6,50,20,15,10,90,95,95,90,24,100,90,70,40,30,50,1,1,"",6,"We don't have Central Air",1,"1",6,2,"","2",3,4,6,2,1,"If we could afford new windows and a new air conditioner","The old air conditioner","We have a new refrigerator but did not buy it ourselves. It should save some energy but I don't know if it is energy saving or not.",3,2,4,2,4,2,4,2,4,2,4,1,4,2,4,4,5,1,4,1,4,0,0,0,0,0,0,2,74,2,71,3,2,2,1,10,"Gas Floor furnace",2,"",1,2,1,2,2,2,1,2,0,0,1,"",3,7,516,70,70,68,68,2,2,68,3,72,8,3,1,1,1,1,1,1,3,3,1,2,3,3,3,3,1,1,2,3,3,1,1,4,1,2,2,1,4,1,2,2,1,1,6,3,1,1,1,1,3,1,2,3,1,1,3,3,3,1,1,4,1,2,4,1,1,6,2,1,1,1,5,1,2,4,1,1,6,4,3,5,1,1,3,2,2,1
68,100,1831,1,2018-11-03 11:43:45,"R_2OInqVDJxIkujdV",1,6,5,6,5,7,1,1,1,1,3,1,7,7,3,1,500,10,0.1,2,3,3,3,3,2,3,1,12,100,30,75,500,1500,200,2000,100,85,25,300,250,200,25,1,2,"",6,"No central A/C",1,"1",3,4,"","2",6,3,3,2,2,"Older appliances: washing machine and dryer","Older appliances","No",3,6,3,6,1,2,2,2,2,4,1,2,2,4,1,4,1,2,2,3,2,0,0,0,0,0,0,2,27,1,42,2,4,1,1,1,"",2,"",1,1,1,2,3,3,0,2,0,0,1,"",1,8,84,62,60,78,78,5,4,72,6,64,5,3,1,2,2,1,1,1,1,1,1,3,3,1,1,5,1,3,1,1,1,4,6,6,3,2,5,2,3,1,1,4,4,6,6,3,1,3,1,3,1,1,1,1,1,3,3,1,6,2,6,2,3,4,3,6,6,6,1,6,2,6,2,1,1,4,6,6,6,5,2,5,3,2,2,2,2,3
69,100,1825,1,2018-11-03 12:22:19,"R_XiePiJC66DyHNdf",1,4,5,6,5,4,6,5,4,5,6,5,4,5,6,5,500,10,0.1,1,3,4,3,1,2,5,3,60,40,30,20,60,200,250,250,150,40,50,60,50,40,20,4,3,"",3,"",1,"250",3,3,"","8",3,4,4,3,2,"To be disable a unwanted machines to turn off those systems","Energy wasteful behaviors","No",2,3,3,3,2,4,4,3,2,3,4,3,2,3,4,3,2,3,4,3,2,0,0,0,0,0,0,2,500,1,34,3,4,5,1,1,"",1,"",3,1,1,1,1,1,5,6,7,6,1,"",1,5,8,30,30,10,10,3,3,30,7,40,8,2,2,1,2,2,3,2,2,1,2,3,2,4,5,2,5,3,5,2,5,3,5,4,4,3,5,4,3,5,2,3,4,5,4,2,2,2,2,1,2,3,2,2,1,1,3,5,3,5,3,5,3,5,3,5,3,4,4,1,3,5,6,4,3,5,3,4,4,3,3,3,3,3,3,2,2,2
70,100,1814,1,2018-11-01 09:48:04,"R_uzgslpO8QOmZjfX",1,4,6,3,2,5,3,7,1,1,3,1,6,1,1,3,500,10,10,1,6,5,3,3,1,6,6,100,50,30,50,200,50,300,350,200,100,25,200,200,200,100,1,2,"",6,"do not have",1,"2",2,4,"","1",6,6,1,1,1,"Turning off a/c, lights etc when not in use","Old equipment not in control by us/ used by management/landlords","we do not have all the most efficient equipment/modern equipment used by management.",2,1,4,2,1,1,1,5,1,5,1,4,1,5,1,5,1,5,1,5,1,0,0,0,0,0,0,3,50,2,39,5,5,2,1,1,"",1,"",1,2,1,2,1,2,0,5,0,0,1,"",1,8,75,68,65,66,70,1,2,66,1,68,5,1,1,2,1,1,3,1,3,1,1,1,3,1,5,1,1,6,1,4,1,1,1,5,3,5,3,3,6,1,1,3,2,5,5,4,1,1,1,3,1,1,3,2,3,1,3,1,1,1,5,1,1,5,3,5,1,5,1,1,2,5,1,1,1,3,5,5,5,4,2,5,5,5,5,2,2,2
71,100,1812,1,2018-10-31 16:58:55,"R_cCvrsqaqHPBqppf",1,1,6,7,2,7,1,8,1,1,1,7,1,1,1,1,500,1,0.5,1,3,1,3,3,2,2,1,100,200,150,20,300,200,350,300,300,25,25,350,400,400,150,2,2,"",2,"",2,"N/A",7,6,"N/A","10",3,3,4,2,1,"air conditioning and lights","sprinklers on too much (I live in an apartment)","just monitoring own usage",2,3,4,3,2,2,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,0,0,0,0,0,0,2,100,1,35,3,4,2,3,4,"",1,"",1,1,2,1,1,1,6,3,0,0,1,"",1,8,48,73,70,74,74,1,2,74,2,73,3,3,1,3,2,1,1,1,1,1,1,1,1,1,5,3,1,5,2,5,2,3,5,5,1,6,3,1,1,1,1,2,2,5,6,5,1,3,2,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,4,1,5,5,5,2,2,1,4
72,100,1811,1,2018-11-01 17:54:26,"R_3fBl1ZSGjPKRIYg",1,2,5,7,2,6,6,5,4,5,5,6,5,6,5,5,100,10,1,1,4,3,5,1,2,3,1,60,90,100,100,60,70,100,100,30,3,2,5,10,10,10,1,4,"",2,"",1,"2",2,4,"","5",3,4,6,1,3,"it will help us in future","in my garage","no",2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,0,0,0,0,0,0,2,100,2,40,3,3,5,1,7,"",5,"",2,2,1,2,2,2,3,0,1,2,1,"",1,6,60,74,85,80,65,3,2,74,6,70,4,2,1,2,1,1,1,3,3,3,2,3,3,3,4,2,2,3,6,6,1,2,6,6,3,3,4,5,3,2,6,5,6,4,3,3,1,2,2,2,3,3,3,2,2,3,3,2,2,3,3,4,6,6,5,5,6,6,3,2,4,2,4,6,6,3,3,6,6,1,2,5,4,3,2,2,1,2
73,100,1805,1,2018-11-02 12:59:53,"R_3rYATQY35yI6ibw",1,3,7,1,6,1,1,1,3,1,1,7,7,1,1,1,500,10,0.001,2,6,6,3,3,6,6,1,80,40,30,30,60,70,80,100,80,100,120,140,140,140,120,1,2,"",2,"",2,"0",7,2,"","1",1,6,5,2,1,"I already do all that can be done, because it's a condo, there are limits.","I don't power off my appliances or electronics when not in use.","no",2,1,2,1,1,1,2,5,1,2,1,4,2,5,1,5,2,5,1,5,1,0,0,0,0,0,0,2,55,2,58,3,4,2,1,1,"",1,"",1,2,1,1,1,2,0,0,0,0,1,"",1,3,140,68,65,72,74,2,2,70,3,70,8,3,1,1,1,1,1,1,1,1,1,1,3,1,4,4,4,3,3,4,3,2,2,6,2,2,2,2,2,2,2,2,2,2,6,3,1,1,1,1,1,1,1,1,1,1,3,2,5,5,5,4,3,4,4,5,3,6,2,2,2,2,2,2,2,2,2,2,6,4,1,5,5,4,5,1,1,2
74,100,1787,1,2018-11-01 18:33:35,"R_1gvx1y4hoZQKYKA",1,4,5,7,3,3,2,2,2,3,3,7,2,2,2,2,500,10,0.1,2,4,2,3,3,2,2,1,20,200,100,75,250,50,190,300,175,80,25,200,100,75,50,1,2,"",6,"My house doesn't have central air conditioning",1,"1",2,4,"","5",4,4,6,2,1,"Turn off lights when no one is in the room. Turn down the heat when you don't need it. Use weatherstripping around windows and doors.","When lights aren't turned off when no one is in the room. When the heat isn't turned down at night.","Buying new energy star appliances. Sealing your windows and doors.",2,3,3,2,1,2,5,2,2,3,2,1,3,2,1,1,5,1,3,5,4,0,0,0,0,0,0,3,140,2,45,5,3,6,1,1,"",2,"",1,1,1,2,2,2,0,3,0,0,1,"",1,8,120,71,67,72,75,2,4,70,4,71,7,3,1,1,2,1,1,1,1,1,1,1,1,3,2,3,2,4,3,3,3,2,3,5,4,3,4,3,4,3,3,4,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,3,5,5,5,4,5,2,5,5,5,5,3,3,5,5,4,4,2,3,4,1,1,5,2,2,1
75,100,1770,1,2018-11-01 11:00:36,"R_31FqWgmYInzVXt3",1,7,3,6,3,8,3,3,3,4,2,6,6,8,2,3,500,0.1,0.1,2,3,3,3,1,2,2,6,50,200,150,200,500,300,300,400,200,50,25,400,50,100,200,5,1,"",1,"",1,"1",2,1,"","1",3,4,4,2,2,"To unplug devices when they are not being used, and to hang clothes to dry in the summer.","We use more refrigerators than we really need.  Also my fiance only likes his clothes washed with very hot water.","Yes, a friend had solar panels installed on his house and also put in new windows that helped him lower his heat.",3,3,3,3,2,1,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,0,0,0,0,0,0,1,185,2,35,5,2,2,1,1,"",4,"",1,2,1,2,2,2,0,3,0,0,1,"",1,2,72,65,65,75,75,4,2,70,7,70,7,4,1,1,3,1,3,3,1,1,1,1,3,2,1,6,1,6,6,1,3,1,3,6,1,1,6,1,6,6,1,3,1,3,6,1,1,1,3,3,3,3,3,1,3,1,3,1,3,6,6,6,6,6,3,6,3,6,1,3,6,6,6,6,6,3,6,3,6,4,2,5,4,4,3,2,2,2
76,100,1745,1,2018-11-01 10:55:16,"R_ehBgSO2OVNFaRBT",1,4,2,6,2,7,1,2,3,1,2,3,2,6,2,2,500,10,0.01,1,6,3,3,3,2,3,1,50,400,200,150,500,500,400,500,400,50,25,500,400,300,300,3,3,"",4,"",1,"2",2,4,"","10",6,2,4,1,4,"Using a clothesline instead of the dryer.","Leaving the computer or TV on when no one is using them.","I'm not sure.",2,2,2,1,1,1,1,4,1,3,1,5,1,4,1,5,1,5,1,3,1,0,0,0,0,0,0,3,110,1,48,2,3,3,1,3,"",2,"",1,1,1,2,2,2,1,1,0,0,1,"",3,8,96,70,65,75,90,2,4,70,4,70,4,3,1,1,1,1,3,1,1,1,1,2,2,2,2,3,3,6,2,2,1,1,5,3,1,2,2,2,6,2,2,1,2,5,3,4,1,1,1,1,3,2,2,1,1,3,2,1,2,2,3,6,3,3,1,2,6,4,1,2,2,2,6,2,2,2,1,6,3,5,1,5,5,5,2,2,1,2
77,100,1741,1,2018-11-01 09:27:38,"R_2ANMMQ7MKAivGc7",1,8,8,4,1,4,1,1,4,1,1,8,1,6,1,1,500,1,10,1,6,1,3,1,2,6,5,100,200,150,200,350,150,300,300,275,100,75,350,375,300,250,1,4,"",4,"",2,"0",7,4,"","1",2,4,6,1,2,"Changing my behavior because that's where it starts.","heating and cooling in areas of the house that are empty","Smart thermometers or smart house where it controls light, electric everything.  Blinds or shades that close on a timer.",1,2,3,6,1,1,4,4,1,2,2,4,1,5,2,5,1,5,1,2,2,0,0,0,0,0,0,2,55,2,54,2,4,2,1,8,"",1,"",1,1,1,1,1,1,3,2,0,0,1,"",3,8,96,65,60,84,86,2,4,80,7,70,6,3,1,1,1,1,1,1,1,1,1,2,3,1,4,4,1,1,1,1,1,3,3,6,1,4,4,1,1,1,1,1,1,4,6,3,1,1,3,1,1,1,1,1,1,2,3,1,3,5,1,1,1,1,1,3,3,6,1,1,5,3,2,1,1,1,1,4,6,5,2,5,4,2,4,2,2,2
78,100,1739,1,2018-11-01 09:28:00,"R_2ze8BuumLVK6zQW",1,2,2,3,1,2,2,2,1,1,1,6,3,2,2,2,500,10,0.1,2,1,3,3,2,2,3,5,10,200,125,50,1000,500,750,600,250,90,25,500,150,100,250,2,3,"",3,"",2,"0",7,3,"","2",6,6,1,2,2,"LED bulbs to include exterior; reduce heating/cooling use; reduce washing/drying","Water","Automated lights might help so I don't have to keep turning off lights when my children leave them on unnecessarily",4,2,1,1,2,1,4,5,2,2,1,4,2,4,2,4,2,4,1,4,2,0,0,0,0,0,0,2,130,1,46,4,4,3,1,1,"",2,"",1,1,1,1,1,1,2,0,0,0,1,"",1,6,50,71,70,76,78,2,2,76,4,72,6,4,1,1,1,1,1,1,3,1,1,3,3,1,2,2,1,2,3,6,2,3,6,6,1,2,2,2,2,2,6,3,4,6,6,4,1,1,1,1,1,1,3,1,3,3,3,1,2,3,3,3,2,5,3,5,6,6,1,2,3,3,3,2,6,2,5,6,6,5,2,5,2,2,4,2,2,3
79,100,1737,1,2018-11-01 17:17:20,"R_2ydBjWy7Tcr9cnU",1,2,4,3,5,3,5,3,4,4,3,5,3,4,3,3,1000,500,500,2,1,3,2,2,5,2,1,100,50,55,40,2530,52,50,87,70,100,150,200,250,300,350,3,4,"",3,"",1,"150",2,2,"","5",3,4,2,1,2,"i think are the best opportunities for energy saving in your residence avoid the
free time current uses and to the current are not waste.","that all of the place to currents are waste and particularly function and work to mostly energy wasted.","currents has to avoid the free time to stopped to the  mechines.",2,2,3,3,2,1,2,3,2,3,1,2,3,2,5,2,5,2,2,3,2,0,0,0,0,0,0,1,500,2,28,4,5,4,1,7,"",1,"",1,1,1,1,1,1,7,2,4,6,1,"",1,4,15,30,20,40,50,1,2,710,5,90,7,1,1,2,1,2,1,1,2,1,2,1,2,1,2,3,3,2,1,2,3,2,3,1,1,2,3,1,2,2,1,3,2,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,3,2,3,2,2,1,2,3,2,1,2,1,2,3,2,2,3,2,1,2,3,1,3,3,3,2,3,2,1,1
80,100,1731,1,2018-11-01 09:30:36,"R_1Ic7KJRiAhTmtIs",1,7,8,6,4,7,2,2,4,1,2,6,1,1,1,2,500,10,0.1,1,1,3,3,3,2,3,1,20,40,30,20,500,600,700,1000,400,90,25,500,800,700,500,2,4,"",4,"",1,"1",3,4,"","8",4,2,6,1,3,"Turning off lights, getting more efficient appliances, powering down laptop when not in use","Sometimes we leave fans running when we don't need too. We also have a chest freezer that isn't always full.","Home energy audit, one of those devices that tracks usage and reports it to you",2,2,2,1,1,2,2,5,1,5,1,2,1,5,1,5,1,5,1,5,1,0,0,0,0,0,0,2,130,1,39,4,3,2,1,1,"",4,"",1,1,1,1,1,1,1,1,0,0,1,"",1,3,120,68,65,75,75,2,4,70,2,72,4,4,1,1,1,1,3,1,1,1,1,3,3,2,2,2,1,6,3,4,3,2,6,6,1,1,1,1,6,1,1,3,2,6,6,4,1,1,1,1,3,1,1,1,3,3,3,3,3,3,2,6,2,3,4,6,6,6,2,3,2,3,6,1,1,4,6,6,6,4,1,5,5,5,2,2,1,2
81,100,1713,1,2018-11-01 17:16:07,"R_1H6MTbKcOuXlA4h",1,6,2,1,2,1,1,1,4,1,2,3,3,1,1,1,500,10,1,1,6,6,3,3,1,6,4,30,50,40,35,250,250,350,300,250,100,150,350,100,200,150,2,2,"",2,"",2,"0",1,2,"","12",4,5,2,2,1,"turning off things that aren't being used","since I live in florida, most of the clothes can be line dried instead of thrown in the dryer","solar energy, but can't afford just yet",2,2,4,2,4,2,2,5,2,2,1,2,1,4,2,5,1,4,2,3,1,0,0,0,0,0,0,3,230,2,66,3,3,3,1,2,"",1,"",1,2,1,1,1,2,4,2,1,0,1,"",3,8,432,78,78,78,78,1,2,76,3,78,3,5,1,1,1,1,1,1,1,1,1,1,3,2,5,3,2,6,5,5,2,2,3,6,3,4,3,2,6,2,2,3,3,5,6,4,1,1,1,1,3,1,1,1,1,1,3,1,5,5,5,6,3,4,3,6,6,6,2,5,5,5,6,2,2,4,6,6,6,4,3,5,1,1,5,2,2,2
82,100,1705,1,2018-11-01 09:26:45,"R_wMnOdl0N356KDWF",1,1,7,8,6,1,1,1,1,3,3,8,2,1,2,1,400,10,0.1,2,1,6,3,3,2,3,5,75,150,60,135,225,215,225,500,350,25,25,250,135,135,200,2,1,"",1,"",2,"0",7,1,"","3",4,4,4,1,1,"We leave to thermostat for our AC at 80 degrees and in the winter we put the thermostat for the heat at 68 degrees.","We're in pretty good shape. In the last year we've replace the central AC and the refrigerator. Possibly the washer/dryer (12 years old) and the dishwasher (12 years old)","My neighbor 3 doors away installed solar panels on his roof. I haven't spoken to him recently as to how much he is saving.",2,3,3,6,2,4,2,5,1,4,1,4,2,4,1,5,2,4,2,3,1,0,0,0,0,0,0,2,105,1,64,4,3,2,1,2,"",1,"",1,1,1,1,1,1,4,1,0,0,1,"",1,8,40,78,78,80,80,1,1,78,6,76,8,5,1,2,3,1,3,3,3,1,1,3,3,3,4,6,1,6,6,6,2,2,6,6,2,4,6,2,6,6,6,3,3,6,6,5,1,1,3,3,3,3,3,2,2,3,3,4,4,6,6,6,6,6,3,3,6,6,2,3,6,6,6,6,6,3,4,6,6,5,1,5,5,5,2,2,1,4
83,100,1694,1,2018-11-02 10:50:06,"R_8p14WvjTF3AeSyt",1,6,1,6,1,1,1,1,6,1,6,7,4,1,1,1,500,100,0.1,1,6,6,3,3,1,6,1,25,50,100,50,200,250,250,250,200,75,25,250,50,50,50,1,6,"We only need to use heating devices maybe one week out of the year. I take the electric heater out of storage. Turn it on for about 2 hours a day and then turn it off unless it gets cold again. Which is unlikely.",6,"Do not have central air",1,"1",1,6,"It is set at 78, except for when I leave the house and I turn it off","2",3,3,6,2,1,"I think I do pretty well as it is. I do make an effort to make sure the kids turn off lights when not using them. And I keep the a.c. use as minimal as possible. Luckily our apartment holds the temperature pretty well. I do have fans in the kids room that I forget to check if they have turned off. I think our major issue is the playstation and computer that are on most of the day. My pc sleeps if I'm not on it for 15 minutes. But they playstation is on for about 12 hours a day.","I'm the only one who bothers to unplug devices like charging cords when we aren't using them","I'm not sure",3,6,3,6,1,2,2,4,2,4,2,4,1,4,2,4,2,4,2,4,2,0,0,0,0,0,0,2,85,2,28,3,2,4,3,8,"",1,"",2,2,1,2,2,2,0,2,0,0,1,"",3,6,60,75,75,78,80,2,2,78,7,75,7,3,2,2,2,1,3,2,2,1,1,2,3,3,3,4,3,6,3,5,2,1,4,5,3,3,4,2,6,2,2,2,1,3,5,5,1,1,2,1,3,1,1,1,1,2,3,2,4,5,5,6,2,5,4,5,4,6,2,4,6,5,6,2,3,5,5,5,6,5,2,5,5,5,5,2,1,2
84,100,1690,1,2018-10-31 18:22:53,"R_3h4tyByIQdfjRtR",1,6,4,4,2,8,2,2,3,5,2,4,2,4,1,2,500,10,0.01,1,1,3,3,3,2,4,1,33,300,300,200,500,300,500,900,490,88,75,100,67,50,100,2,2,"",2,"",2,"0",7,7,"","4",4,4,4,2,1,"shorter showers, less use of ceiling fans","n/a","no",3,2,2,2,2,2,4,2,3,3,3,3,3,3,1,3,3,1,3,5,4,0,0,0,0,0,0,3,200,1,34,5,4,3,1,1,"",1,"",1,2,1,1,1,2,6,0,0,0,1,"",1,7,24,73,73,70,70,1,2,73,4,75,5,5,2,2,1,1,2,1,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,6,3,2,2,2,2,2,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,6,3,3,3,5,5,4,2,2,2
