"id","Progress","Duration__in_seconds_","Finished","RecordedDate","ResponseId","Consent","ATT01","ATT02","ATT03","ATT04","ATT05","ATT06","ATT07","ATT08","ATT09","ATT10","ATT11","ATT12","ATT13","ATT14","ATT15","ATT16","ATT17","ATT18","ELS01","ELS02","ELS03","ELS04","ELS05","ELS06","ELS07","ELS08","ATT19","ATT20","ATT21","ATT22","ATT23","ATT24","ATT25","ATT26","ATT27","ATT28","ATT29","ATT30","ATT31","ATT32","ATT33","RECS01","RECS02","RECS03","RECS04","RECS05","RECS06","RECS07","RECS08","RECS09","RECS10","RECS11","RECS12","RECS13","RECS14","RECS15","RECS16","LAN01","LAN02","LAN03","LAN04","LAN05","LAN06","LAN07","LAN08","LAN09","NEP01","NEP02","NEP03","NEP04","NEP05","NEP06","NEP07","NEP08","NEP09","NEP10","NEP11","NEP12","NEP13","NEP14","NEP15","DUMMYVAR01","DUMMYVAR02","DUMMYVAR03","DUMMYVAR04","DUMMYVAR05","DUMMYVAR06","DEM01","DEM02","DEM03","DEM04","DEM05","DEM06","DEM07","DEM08","DEM09","DEM10","DEM11","DEM12","DEM13","DEM14","DEM15","DEM16","DEM17","DEM18","DEM19","DEM20","DEM21","DEM22","DEM23","DEM24","DEM25","DEM26","DEM27","LAN10","LAN11","LAN12","LAN13","LAN14","LAN15","LAN16","LAN17","LAN18","LAN19","LAN20","LAN21","LAN22","LAN23","LAN24","LAN25","LAN26","LAN27","LAN28","LAN29","LAN30","LAN31","LAN32","LAN33","LAN34","LAN35","LAN36","LAN37","LAN38","LAN39","LAN40","LAN41","LAN42","LAN43","LAN44","LAN45","LAN46","LAN47","LAN48","LAN49","LAN50","LAN51","LAN52","LAN53","LAN54","LAN55","LAN56","LAN57","LAN58","LAN59","LAN60","LAN61","LAN62","LAN63","LAN64","LAN65","LAN66","LAN67","LAN68","LAN69","LAN70","LAN71","LAN72","LAN73","LAN74","LAN75","LAN76","LAN77","LAN78","LAN79","LAN80","LAN81","LAN82","LAN83","LAN84","LAN85","LAN86","LAN87","RS01","RS02","RS03","RS04","RS05","RS06","DEM28","DEM29","DEM30"
348,100,2506,1,2018-03-08 15:02:36,"R_27s64x1xRCmz0pD",1,8,9,8,1,8,1,8,1,1,1,1,8,6,6,1,500,10,10,6,6,6,3,2,2,6,6,100,156,140,123,200,200,186,200,171,38,51,0,75,80,73,1,1,"",1,"",1,"1",2,1,"","1",6,6,1,2,1,"It all starts with a whole new place. Right now, where I live, I am not motivated to take steps towards being energy savvy. The windows are new-ish but terrible. No insulation protection. The apartment is very old. If I owned a home I would definitely take steps towards better insulation. I have an a/c. I turn it on the moment it starts to heat up during the Summer and I have it on for so many months. This place is no joke when it is hot. There is no way I am not using my a/c when this place is super hot. Like I said, it's an old apartment and it needs extensive work in order to turn this into a place where one would be motivated to save energy.","Definitely using my a/c for months. So much energy being wasted. It is not possible to live here without an a/c. It is horrible to be here when it is hot. I can't get any work done, I am miserable when it's hot. I can't sleep comfortably when it's hot.","Nope, none at all. Not as it is at the moment. You gotta tear this residence down and add better windows and better insulation in the walls. In fact, just add news wall. This place has cracks everywhere.",3,6,4,6,1,2,2,3,1,3,1,4,1,3,3,5,2,3,1,3,2,0,0,0,0,0,0,1,60,2,26,3,3,2,1,8,"",1,"",2,2,1,2,2,2,1,0,0,0,1,"",1,8,46,60,60,80,90,5,2,70,0,65,3,1,2,1,1,1,3,3,3,1,1,3,3,5,1,3,1,6,6,6,1,1,5,5,5,4,4,4,6,6,6,4,3,5,5,3,2,1,1,1,3,3,3,1,1,3,3,3,3,1,3,6,6,6,3,5,5,5,1,2,2,2,6,6,6,3,5,5,5,4,2,5,5,5,4,2,1,2
349,100,1968,1,2018-03-08 15:05:21,"R_3Li2oNcperQdetX",1,8,9,7,2,6,2,1,3,3,2,5,6,6,2,2,500,2,1,1,4,6,3,1,2,3,1,100,140,119,121,160,143,162,175,142,122,118,154,134,124,133,1,4,"",4,"",2,"0",7,6,"N/A","2",5,5,5,2,1,"To minimize how much I use my central AC/heater.","I have old appliances. And I tend to leave my electronics like my tv/computer/PS4 on when I shouldn't.","Just turning everything off when you leave a room.",3,6,4,6,2,1,2,5,1,4,1,2,1,4,1,5,3,5,2,4,1,0,0,0,0,0,0,3,90,1,35,2,2,2,1,1,"",1,"",1,2,1,1,1,2,1,0,0,0,1,"",3,8,90,70,65,72,74,2,4,69,0,71,7,4,1,1,1,1,1,1,1,1,1,3,3,3,5,5,5,3,1,4,5,4,6,6,2,6,6,5,3,1,1,5,4,6,6,5,1,1,1,1,1,1,1,1,1,3,1,2,5,5,5,4,3,3,5,5,6,5,1,6,6,5,4,1,1,5,5,6,6,1,2,5,5,3,3,2,1,2
350,100,869,1,2018-03-08 15:05:30,"R_1MMmVhQoUEA0yZg",1,9,9,9,9,9,9,3,3,1,3,4,2,3,2,1,500,10,10,1,1,3,3,2,2,3,1,21,119,139,108,162,179,184,174,161,84,17,123,166,160,145,1,6,"Don't have heat - tropical area",6,"don't have air conditioning",2,"0",7,6,"N/A","3",6,1,6,2,1,"Switch light bulbs, turn off equipment when not using it, adjust heating/cooling devices.","Ole kitchen appliances.","Smart home light controls.",2,1,3,2,2,1,1,5,1,3,1,5,1,5,1,5,1,5,1,5,1,0,0,0,0,0,0,2,70,2,37,4,4,1,2,10,"N/A",6,"N/A",2,2,2,2,2,2,1,2,0,0,1,"",1,2,26,80,80,88,88,2,1,80,5,80,5,3,1,1,1,1,3,3,3,1,1,3,3,2,1,1,1,6,6,6,1,2,6,6,2,1,1,1,6,6,6,1,2,6,6,5,1,1,1,1,3,3,3,1,1,3,3,3,3,3,5,6,6,6,5,5,6,6,3,3,3,5,6,6,6,5,5,6,6,4,1,5,5,5,2,2,1,2
351,100,1942,1,2018-03-08 15:06:50,"R_31TyUWdbGEWM9iv",1,4,6,6,5,6,5,5,4,3,4,6,6,4,3,3,333,1,100,2,3,2,4,3,2,1,3,59,37,17,10,48,148,146,177,119,81,52,74,51,77,70,3,3,"",2,"",2,"1",7,1,"","3",3,4,3,2,4,"getting rid of two of the fridges","turning on lights that are not necessary","solar panels",3,3,3,3,2,2,2,2,3,3,4,2,3,2,2,3,2,2,3,3,2,0,0,0,0,0,0,2,210,2,33,4,4,1,1,1,"",1,"",1,3,1,1,1,1,1,3,0,0,1,"",1,2,60,76,76,71,71,2,1,76,4,76,7,3,1,1,1,1,1,1,1,2,1,1,1,3,4,4,3,3,3,4,3,3,3,2,4,3,4,4,3,4,3,3,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,3,4,4,3,2,3,3,3,3,3,4,3,3,4,3,3,3,4,2,2,3,4,2,3,2,2,4
352,100,1340,1,2018-03-08 15:06:57,"R_6rsemQypHaBBOil",1,1,9,6,6,6,7,3,5,2,2,6,3,6,2,2,500,10,1,2,6,6,3,3,2,6,1,30,140,131,140,200,200,200,200,200,129,125,200,200,200,200,2,3,"",4,"",1,"1",7,4,"","10",5,4,2,2,1,"changing all light bulbs to LED, turning off lights in rooms not in use, unplugging devices not in use","lights left on when not in use, keeping devices on chargers longer than needed, older freezer that uses a lot of energy","changing all light bulbs to LED, replacing old freezer",4,6,1,1,1,1,5,5,3,2,4,1,1,2,1,3,4,1,2,3,3,0,0,0,0,0,0,3,100,2,34,9,4,4,1,1,"",2,"",1,1,1,2,2,2,3,2,0,0,2,"",3,8,96,72,72,74,76,2,2,73,4,72,5,3,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,4,5,5,5,2,3,6,2,3,3,3,4,1,1,3,3,5,6,4,1,1,1,1,1,1,1,1,1,1,3,3,5,4,5,4,5,5,5,5,3,6,1,3,3,5,2,1,1,3,5,4,6,1,3,5,1,1,5,2,2,3
353,100,1913,1,2018-03-08 15:09:13,"R_3e4VnQakx4GN1vv",1,7,7,7,3,7,3,7,3,3,3,7,4,7,2,2,500,10,1,1,3,3,3,3,5,3,1,57,155,134,120,172,147,156,166,132,55,13,134,25,24,45,1,2,"",2,"",2,"0",7,2,"","2",3,3,6,2,2,"wearing more clothes in the winter, changing the settings on the dishwasher and washer and dryer.","taking long showers and running faucet in sink of kitchen because it takes forever to get cold water","updated washers and dryers",4,1,2,1,2,3,1,4,1,5,1,3,1,5,1,5,1,3,1,5,1,0,0,0,0,0,0,3,100,2,37,3,4,2,1,1,"",7,"",1,2,1,1,1,2,1,1,0,0,1,"",1,4,60,72,68,77,80,1,2,78,10,77,10,4,1,1,3,1,1,1,1,1,1,2,1,2,2,6,3,5,3,3,3,2,5,4,1,3,6,3,4,2,2,4,2,5,3,3,1,1,3,1,1,1,1,1,1,2,1,2,2,6,5,3,3,3,5,5,5,4,2,2,6,5,3,2,2,4,5,5,4,4,1,5,5,5,4,2,2,2
354,100,1315,1,2018-03-08 15:10:22,"R_3hDtxZOY89vFTag",1,1,8,8,2,8,7,1,4,1,3,7,7,1,1,3,500,10,1,2,3,3,3,3,2,3,1,31,164,102,74,200,200,200,200,195,24,79,200,185,200,150,2,2,"",1,"",2,"0",7,1,"","10",4,6,2,2,1,"New windows and doors","Large door gaps. No screen doors","New door/ and or sweeps",4,2,1,1,2,3,5,2,4,2,4,2,2,4,1,3,2,3,3,1,4,0,0,0,0,0,0,2,130,1,51,4,3,2,1,1,"",1,"",1,2,1,1,1,2,2,2,0,0,1,"",1,8,40,75,72,79,79,2,2,70,3,72,3,1,1,1,1,1,1,1,2,1,1,2,1,3,5,5,1,1,1,2,5,1,4,4,3,5,4,2,3,2,1,3,2,5,2,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,2,3,5,5,5,4,2,4,4,5,3,4,3,4,5,5,3,5,3,5,2,1,2,2,2,3
355,100,1669,1,2018-03-08 15:11:18,"R_3GeTDeoRqEzn2bh",1,7,6,6,3,7,6,4,4,6,6,6,5,1,5,5,500,10,1,2,3,3,3,3,1,3,1,27,200,140,45,200,200,180,200,200,75,25,150,200,200,40,3,2,"",2,"",2,"1",4,5,"","10",2,4,4,2,1,"turn off computers, tv, and radios when not in use. leave lights off when not needed.","using cheap light bulbs","lights that use motion sensors, more efficient appliances",3,3,2,2,2,2,5,1,4,1,4,1,4,1,2,1,4,1,5,1,4,0,0,0,0,0,0,2,145,1,27,3,4,5,1,1,"",1,"",1,2,1,1,1,2,5,3,0,0,1,"",3,8,100,72,70,78,80,2,4,74,6,71,4,3,1,1,1,1,1,2,2,1,1,3,3,2,3,4,1,4,3,4,4,2,5,6,3,4,5,2,5,2,1,5,3,5,5,4,1,1,1,1,1,2,2,1,1,2,3,2,5,4,5,4,3,4,5,5,5,6,2,5,4,5,3,1,1,4,5,5,5,2,5,2,4,1,4,2,2,1
356,100,2203,1,2018-03-08 15:12:29,"R_2dFIacD3uE8SW5A",1,6,6,4,6,6,7,7,6,5,5,5,2,5,5,7,500,10,1,2,1,6,3,3,2,6,5,30,140,124,116,184,134,129,148,142,114,140,200,142,122,66,3,3,"",3,"",2,"0",7,6,"Don't have one","10",3,5,3,2,4,"Having lights on times and using natural light","Electronics are a big energy waster in our house. I need to improve that.","TImers and better natural light",3,2,3,2,2,3,3,2,4,2,4,3,4,4,4,1,3,4,4,4,3,0,0,0,0,0,0,2,300,1,30,4,5,3,1,1,"",1,"",1,1,1,1,1,1,2,0,0,0,1,"",1,8,4,65,60,75,79,2,2,70,4,69,6,2,1,2,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,4,3,1,5,5,1,1,1,1,1,1,2,2,2,2,4,4,1,1,1,3,1,1,1,1,3,2,2,1,2,2,6,3,1,2,5,6,5,5,1,1,1,6,1,1,1,3,6,5,5,4,2,5,4,2,2,2,2,2
357,100,2117,1,2018-03-08 15:13:20,"R_xcvjpw45hahtqhP",1,4,3,7,2,6,3,3,4,5,2,6,3,6,2,3,500,10,1,1,1,6,3,2,2,2,3,120,145,125,85,169,115,135,179,155,18,38,149,41,34,52,2,1,"",2,"",2,"0",2,1,"","15",4,4,6,2,1,"Reducing the amount of time clothes are in the dryer. Taking shorter showers to reduce the amount of energy the heater uses.","Dryer preset times are longer than necessary. Old home with outdated equipment, windows, and insulation.","Maybe some programming that controlled what lights are on when and how bright.",3,2,3,2,2,1,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,0,0,0,0,0,0,2,200,2,33,4,4,4,1,1,"",1,"",1,1,1,1,1,1,4,0,0,1,1,"",1,8,60,69,69,74,74,2,2,72,3,69,7,4,1,1,3,1,1,1,1,1,1,1,3,3,4,6,4,5,3,5,3,3,3,6,3,3,6,4,5,3,2,5,4,4,6,4,1,1,3,1,1,1,1,1,1,1,3,3,5,6,5,5,3,5,4,3,3,6,2,4,6,5,5,3,2,4,5,4,6,1,3,5,4,4,5,2,2,2
358,100,3202,1,2018-03-08 15:14:17,"R_3QXDlCx577wx6gB",1,6,6,6,2,7,1,1,4,4,2,7,2,6,2,2,450,1,10,6,6,6,3,6,6,6,1,122,86,66,9,140,123,102,157,149,60,120,140,121,125,59,1,1,"",7,"",1,"1",1,4,"","1",5,5,5,2,1,"using light bulbs that are more energy efficient","energy wasteful behaviors like taking long showers, leaving the hot water running for too long","no",4,6,4,6,2,2,5,3,4,2,4,2,1,2,2,2,4,3,4,4,4,0,0,0,0,0,0,3,45,2,54,3,2,2,3,11,"",7,"",3,2,2,2,2,2,2,1,0,0,1,"",3,8,26,65,65,78,78,2,2,78,5,72,7,4,1,1,1,1,3,3,3,1,1,1,1,3,2,3,2,6,6,6,2,2,5,5,2,1,3,2,6,6,6,5,4,5,5,4,1,1,1,1,3,3,3,1,1,1,1,4,2,3,5,6,6,6,3,5,5,5,2,3,4,5,6,6,6,3,5,5,5,2,4,4,2,2,5,2,2,1
359,100,760,1,2018-03-08 15:15:01,"R_AiBqCu0BCkYRWEN",1,2,3,2,3,2,1,2,2,3,2,3,2,3,2,3,100,100,1,4,1,3,5,3,2,3,1,145,182,157,176,194,182,160,145,174,165,184,169,186,170,184,4,1,"",4,"",2,"259",3,2,"","40",4,4,6,1,4,"some electricity pulp is highest current production earnings to our house","energy wasteful behaviors, old inefficient equipment","very nice to electricity measurement implemented elsewhere that might work well in your residence",1,2,3,1,2,2,2,1,2,1,2,1,2,3,2,1,2,3,2,1,2,0,0,0,0,0,0,1,150,1,28,5,6,5,2,4,"",1,"",1,1,1,1,1,1,9,10,9,10,2,"",1,6,25,34,19,23,24,1,2,26,10,27,10,1,1,2,1,2,1,2,1,2,3,2,2,1,2,1,1,2,2,1,2,1,2,1,1,2,3,2,1,2,3,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,3,1,2,3,4,4,3,1,2,3,4,5,1,2,3,4,3,2,1,2,3,3,5,1,2,1,2,1,2,1,1,1
360,100,2546,1,2018-03-08 15:16:13,"R_3Oe6mdEW8R2BNsd",1,7,6,8,7,6,4,4,4,2,6,3,2,3,7,3,500,2,1,2,6,6,3,2,2,3,1,100,141,126,58,170,189,174,189,174,42,32,134,58,76,100,2,3,"",3,"",2,"0",7,7,"","6",6,1,6,2,2,"unplugging things when not in use","lights, forget to turn them off","I am not sure",3,2,3,2,2,2,1,4,2,4,2,4,4,4,2,4,1,4,2,4,1,0,0,0,0,0,0,3,350,2,33,4,3,4,1,1,"",1,"",1,1,1,1,1,1,5,1,0,0,1,"",1,3,65,65,60,70,75,2,2,70,1,70,3,2,1,1,1,1,1,2,2,1,1,3,3,3,5,5,3,5,3,4,3,3,6,6,4,5,5,3,4,4,3,5,3,6,6,3,1,1,1,1,2,1,1,1,1,3,3,2,3,3,3,2,2,4,2,5,6,6,3,4,3,3,3,2,2,5,5,6,6,2,4,4,4,4,4,2,2,2
361,100,1853,1,2018-03-08 15:17:25,"R_1FxLDCldqnM8JLj",1,5,5,5,5,5,5,5,6,1,1,5,5,5,1,1,500,100,1000,1,5,3,4,3,6,6,6,32,26,15,30,32,84,31,4,8,200,198,180,170,152,161,6,7,"",7,"",3,"1",2,7,"","2",5,4,5,3,7,"turning off lights","kitchen","no",4,6,4,6,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,150,2,42,3,4,5,1,4,"",1,"",1,2,1,1,1,1,2,3,0,0,1,"",1,8,8,70,72,65,65,2,3,68,0,72,5,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2
362,100,1184,1,2018-03-08 15:18:22,"R_27238ceOcvT9JBM",1,6,7,5,2,6,1,1,3,1,4,6,3,5,3,3,500,10,1,2,3,3,3,3,1,3,1,19,150,30,140,190,200,170,190,160,80,75,180,30,50,35,1,4,"",4,"",2,"0",7,6,"don't have any, just central air","4",6,1,6,2,1,"Taking advantage of the cooler air outside in the morning on warmer days. I could open windows or the patio door to cool down the place in the morning. I could change the thermostat higher on warm days and cooler on cold days.","I keep devices plugged in that may use a lot of power when turned off. Because it's inconvenient to reset or wait for the devices after unplugging and plugging it in, I have to leave those plugged in.","Maybe solar water heaters could help a little, but gas is not a big part of my energy bills.",3,2,4,1,1,1,4,3,3,4,2,1,2,5,2,5,4,5,4,3,4,0,0,0,0,0,0,2,38,2,39,4,3,1,1,4,"",1,"",1,2,1,1,1,2,1,1,0,0,1,"",1,3,72,70,60,75,80,1,2,75,6,70,5,4,1,1,1,1,1,1,1,1,1,2,2,1,2,3,3,3,3,5,4,3,4,4,2,3,3,2,3,4,2,3,2,5,2,4,1,1,1,2,1,1,1,1,1,2,1,2,3,3,5,5,5,3,5,6,4,4,1,2,2,5,4,4,2,4,6,5,2,4,2,5,5,5,2,2,2,2
363,100,789,1,2018-03-08 15:19:35,"R_3sALF8mlg79eUCc",1,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,500,10,1,2,3,1,3,2,2,1,1,80,132,116,62,130,147,148,161,130,47,39,89,64,44,95,1,3,"",3,"",2,"0",7,3,"","5",3,4,5,2,1,"Taking shorter showers.
Turning off lights in rooms when not in use","Some people take long showers.
Many forget to turn off the lights when not in the room","Technology that limits how long showers can last.
Automatic lights that turn off when sensing no one around",4,2,4,2,4,2,2,3,2,2,2,2,1,3,2,4,2,4,2,2,2,0,0,0,0,0,0,2,75,1,42,3,4,2,1,1,"",1,"",1,1,1,1,1,1,2,0,0,1,1,"",1,7,96,73,73,73,73,1,1,73,5,73,6,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,4,2,4,5,5,2,2,1,4
364,100,1430,1,2018-03-08 15:21:38,"R_DAZW2kUTn2kiPg5",1,2,4,3,2,4,2,4,2,4,3,4,2,4,2,4,50,30,60,1,3,1,2,3,5,4,1,181,160,200,180,158,188,143,175,158,164,186,141,199,156,184,4,2,"",1,"",1,"85",3,2,"","4",2,3,1,1,4,"a good healthy protective in the foods.","it is charged in the all electronic items.","kitchen in all maintaining in the work.",1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,0,0,0,0,0,1,45,1,30,3,6,5,1,10,"",1,"",2,2,1,1,2,2,8,10,9,7,1,"",1,2,8,55,35,40,65,1,2,45,8,35,8,1,2,1,2,1,2,2,1,2,1,2,2,2,3,2,3,1,1,2,3,2,3,2,2,3,1,2,3,2,3,4,2,3,4,2,2,1,2,1,2,2,1,2,2,1,2,3,2,3,2,2,1,3,2,3,1,2,4,2,3,1,3,2,4,3,2,4,3,1,2,1,1,2,2,1,1,1
365,100,3707,1,2018-03-08 15:22:46,"R_UPTvbYJ4vp7Ukw1",1,8,8,7,4,7,1,3,1,1,6,7,4,7,4,1,500,10,1,2,3,4,3,3,2,3,1,20,141,120,61,196,170,136,174,194,19,44,163,133,125,81,1,1,"",1,"",1,"1",2,4,"","4",6,4,4,2,1,"I think that the best opportunities for saving energy is to unplug devices and electronics when not in use. I also think it's important to cut down on how frequently people use items, like how long people leave the lights on for and stuff like that.","I usually forget to leave the lights on, so I know that's a problem. Also, my dryer is a bit old and so sometimes I have to put it up multiple times in order to get it to dry all of my clothes thoroughly, and I know that that alone takes up more energy than it should.","I think that using dimmer switches to control the lights, or having them on a timer would be really helpful and I would really be interested in trying that, but I wouldn't know how to begin setting it up and I think that it would be expensive as well, unfortunately.",2,2,2,2,1,1,1,5,1,4,1,5,1,5,1,5,1,5,1,4,1,0,0,0,0,0,0,2,130,2,26,9,4,2,1,1,"",2,"",1,1,1,1,1,1,0,1,0,0,2,"",1,3,24,68,65,68,68,2,1,65,6,67,8,5,1,1,1,3,1,1,1,1,1,1,1,3,4,4,6,5,2,4,3,3,4,5,2,3,3,6,4,2,4,5,3,4,5,5,1,1,1,3,1,1,1,1,1,1,1,2,5,5,6,5,3,4,5,5,4,5,2,4,4,6,4,3,4,5,5,4,5,5,2,5,5,5,2,2,1,2
366,100,1366,1,2018-03-08 15:24:00,"R_3344ZjPqxRQud52",1,5,5,6,2,7,1,1,4,1,1,6,1,1,1,1,500,10,1,2,3,3,3,3,4,2,1,8,120,83,32,160,200,200,200,147,80,25,200,200,200,200,2,3,"",4,"",1,"2",1,4,"","10",6,4,2,1,2,"Replacing windows, insulating house.","The windows are not too good, especially on the top floor where they are old and leaky. And I think the roof would need to be insulated because it's not currently insulated.","Change windows, insulate house components where needed.",2,2,2,2,1,2,2,4,1,3,1,4,1,4,1,5,2,5,2,3,1,0,0,0,0,0,0,2,120,2,57,6,4,2,1,3,"",4,"",1,1,1,2,2,2,2,4,0,1,1,"",1,3,44,67,65,85,85,2,4,85,8,70,7,4,1,1,2,1,3,1,1,1,1,1,3,1,1,3,2,6,5,5,4,2,3,5,2,3,4,2,6,5,5,4,3,5,5,3,1,1,1,1,3,1,1,1,1,1,1,2,3,4,5,6,2,4,5,5,3,5,2,2,3,5,6,2,2,5,5,5,4,5,1,5,5,5,2,1,1,2
367,100,1693,1,2018-03-08 15:24:43,"R_2YaMXGgBAMB1QTv",1,6,9,4,3,4,1,1,1,1,2,1,3,3,1,1,500,10,1,1,6,1,3,3,2,6,1,124,163,149,140,189,175,174,197,170,0,25,161,138,133,168,1,4,"",4,"",2,"0",7,6,"Do not have an individual air conditioning unit","4",6,6,1,2,2,"Turning off lights and unplugging electronics when not in use. Drying clothes on a clothesline instead of the dryer. Only doing a load of laundry when it will be a full load. Keeping the temperature in the house less comfortable. Replacing all of your light bulbs with LED.","When my toddler leaves a light on upstairs and I did not know about it. I have left clothes in the dryer a bit longer than necessary. The dishwasher is a huge waste of energy.","I would like to consider solar energy panels. I feel as though that would work well for my residence.",3,3,2,1,2,1,3,2,2,2,2,2,1,2,2,2,4,2,2,2,4,0,0,0,0,0,0,2,71,2,29,3,4,3,1,2,"",1,"",1,2,1,1,1,2,1,2,1,0,1,"",3,8,6,68,66,77,79,2,4,76,4,68,6,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,4,3,5,3,2,3,5,1,3,4,1,4,2,2,4,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,4,3,3,3,5,3,5,1,2,3,2,3,2,2,3,5,3,4,5,3,5,1,1,3,2,2,1
368,100,1900,1,2018-03-08 15:26:34,"R_29tNWQoUFthsb6C",1,6,9,6,4,6,2,2,4,4,2,5,3,6,2,2,500,10,1,2,3,3,3,3,6,5,1,29,49,36,14,200,173,200,200,140,168,25,200,152,153,121,2,3,"",3,"",1,"1",2,3,"","10",2,4,6,2,2,"Buying more energy efficient appliances and adjusting the temperature settings on ac/heating","very old dryer and hot water heater","add double-paned windows",2,2,2,2,2,3,5,1,5,2,5,1,4,1,1,1,5,1,5,4,5,0,0,0,0,0,0,2,250,1,56,7,4,5,1,1,"",2,"",1,1,1,1,1,1,2,3,0,0,1,"",3,8,230,68,68,75,75,1,2,72,4,65,6,5,1,1,1,1,1,1,1,1,1,1,3,3,2,2,3,4,3,4,4,4,5,6,2,2,2,3,3,2,2,4,3,5,6,4,1,1,1,1,1,1,1,1,1,1,3,4,3,3,5,3,3,4,5,5,5,6,2,2,2,4,3,2,2,5,5,5,6,4,5,4,1,1,4,2,2,1
369,100,2235,1,2018-03-08 15:31:07,"R_1gedMW4pWRFxBVH",1,4,8,6,6,4,8,6,3,4,2,5,5,4,2,1,500,10,1,2,3,3,3,5,1,1,1,75,49,22,73,184,110,182,174,136,68,63,14,33,15,47,1,4,"",4,"",1,"2",3,4,"","3",2,4,6,2,2,"Turning off lights in a room that no one is in, turning the ac down or off if not necessary, Washing and drying clothes in lower temperatures or hanging clothes on the line to dry.","Leaving lights on even in empty rooms, leaving water running when brushing teeth instead of turning it off until needed, washing small loads of laundry instead of waiting when it's a full load","Changing all my light bulbs to more energy-efficient ones, choosing better ways to heat and cool the house",3,2,3,3,2,2,5,5,1,4,1,4,1,5,1,5,3,5,1,5,2,0,0,0,0,0,0,1,220,2,44,3,4,2,1,6,"",2,"",1,1,1,2,2,2,0,2,0,0,1,"",1,8,140,70,50,68,63,2,4,73,6,76,8,4,1,3,3,1,3,1,2,3,1,1,3,4,5,5,1,6,2,3,5,2,2,5,3,4,5,1,6,2,2,5,2,5,5,3,1,3,3,3,3,2,1,3,3,2,3,3,5,5,5,6,3,2,5,5,3,5,3,5,5,5,6,3,2,5,5,5,5,4,2,5,5,5,3,2,2,2
370,100,953,1,2018-03-08 15:33:04,"R_3kpiB7Nbt7As0nL",1,3,3,4,1,4,1,1,2,1,2,4,1,3,1,1,500,10,1,2,1,3,3,3,2,2,1,38,92,20,42,200,200,200,200,200,64,26,102,200,200,102,1,1,"",2,"",2,"0",7,2,"","3",6,2,4,2,1,"Switch to LEDS.","Light.","Not really. We are pretty efficient already.",3,2,2,1,1,1,1,5,1,2,1,1,1,1,1,5,1,5,1,2,1,0,0,0,0,0,0,2,80,1,46,4,4,3,1,1,"",1,"",1,2,2,2,2,2,0,1,1,0,1,"",1,8,12,68,66,80,80,2,4,80,6,65,4,3,1,1,1,1,3,3,3,1,2,3,3,1,1,1,1,6,6,6,1,3,6,6,2,4,4,2,6,6,6,4,4,6,6,3,1,3,3,3,3,1,3,3,3,3,3,1,6,6,6,6,3,6,6,6,6,6,1,6,6,6,6,1,6,6,6,6,6,5,1,5,5,5,2,2,2,2
371,100,422,1,2018-03-08 15:35:08,"R_2axV2KYK9cnK9wY",1,4,4,7,6,5,4,3,5,4,2,5,5,4,7,7,1000,10,1,3,5,3,4,3,3,6,3,62,125,139,139,175,67,79,155,167,148,148,65,36,144,169,4,3,"",3,"",2,"2",4,3,"","1",6,3,3,3,4,"The lights.","None","No",2,3,2,3,3,4,4,2,1,3,4,3,2,1,3,4,4,3,2,4,3,0,0,0,0,0,0,2,20,2,29,3,3,1,1,5,"",3,"",2,2,2,2,2,2,3,5,4,5,2,"",1,1,1,40,40,60,50,2,3,70,5,75,5,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,2,2,3,3,6,6,6,6,6,4,5,5,6,6,6,3,2,2,1,1,2,3,3,2,2,1,2,5,4,3,3,2,3,4,3,3,3,2,5,4,3,3,2,4,4,5,4,5,5,5,5,3,4,2,3,2,2,1
